         TOF        Yobs       sYobs       Ycalc
     6742.57    20591.00      505.00    20366.00
     6745.95    20556.00      503.00    20303.00
     6749.34    21042.00      512.00    20248.00
     6752.71    21029.00      512.00    20200.00
     6756.08    21024.00      512.00    20157.00
     6759.46    20413.00      503.00    20120.00
     6762.84    20950.00      512.00    20088.00
     6766.21    20485.00      507.00    20059.00
     6769.60    20210.00      502.00    20033.00
     6772.98    19717.00      499.00    20011.00
     6776.37    20238.00      503.00    19991.00
     6779.77    20298.00      505.00    19973.00
     6783.15    19826.00      501.00    19864.00
     6786.53    19625.00      497.00    19860.00
     6789.93    19867.00      501.00    19857.00
     6793.33    19734.00      500.00    19853.00
     6796.73    19927.00      502.00    19849.00
     6800.13    19622.00      499.00    19846.00
     6803.53    19457.00      497.00    19842.00
     6806.93    20073.00      506.00    19839.00
     6810.33    19661.00      501.00    19835.00
     6813.73    19515.00      500.00    19831.00
     6817.15    18781.00      489.00    19828.00
     6820.56    20089.00      508.00    19874.00
     6823.96    20152.00      509.00    19874.00
     6827.38    20179.00      508.00    19875.00
     6830.79    19481.00      502.00    19876.00
     6834.20    19330.00      498.00    19877.00
     6837.62    20005.00      509.00    19879.00
     6841.03    19372.00      500.00    19882.00
     6844.46    20058.00      509.00    19887.00
     6847.88    19910.00      510.00    19892.00
     6851.29    19672.00      505.00    19899.00
     6854.72    19276.00      500.00    19908.00
     6858.15    20284.00      514.00    19922.00
     6861.58    20178.00      513.00    19942.00
     6865.02    19782.00      508.00    20050.00
     6868.44    20306.00      515.00    20118.00
     6871.88    20708.00      521.00    20252.00
     6875.32    20941.00      522.00    20529.00
     6878.77    20664.00      521.00    21107.00
     6882.20    20784.00      523.00    22275.00
     6885.64    23058.00      549.00    24521.00
     6889.09    26443.00      591.00    28501.00
     6892.53    34475.00      672.00    34919.00
     6895.98    45050.00      773.00    44199.00
     6899.42    56045.00      860.00    56088.00
     6902.87    70990.00      974.00    69393.00
     6906.31    84555.00     1061.00    82089.00
     6909.78    94492.00     1123.00    92013.00
     6913.24   100847.00     1162.00    97529.00
     6916.70    99773.00     1157.00    98306.00
     6920.16    97645.00     1146.00    95227.00
     6923.62    92305.00     1114.00    89936.00
     6927.08    88169.00     1090.00    84301.00
     6930.54    81353.00     1047.00    80123.00
     6934.00    77772.00     1024.00    78956.00
     6937.46    80919.00     1046.00    82102.00
     6940.92    90960.00     1111.00    90237.00
     6944.40   103766.00     1184.00   103002.00
     6947.88   118279.00     1273.00   118505.00
     6951.35   130650.00     1335.00   133658.00
     6954.83   141224.00     1397.00   145077.00
     6958.30   146091.00     1417.00   150361.00
     6961.78   145018.00     1419.00   148894.00
     6965.26   138264.00     1380.00   141766.00
     6968.75   128541.00     1330.00   130949.00
     6972.22   118896.00     1285.00   118629.00
     6975.70   107037.00     1214.00   106313.00
     6979.19    94107.00     1138.00    94842.00
     6982.68    82455.00     1065.00    84639.00
     6986.17    74667.00     1014.00    75764.00
     6989.67    67782.00      966.00    68158.00
     6993.16    61257.00      919.00    61766.00
     6996.66    55540.00      872.00    56558.00
     7000.17    51016.00      840.00    52645.00
     7003.66    48659.00      821.00    50174.00
     7007.17    47708.00      810.00    49252.00
     7010.68    48587.00      822.00    49867.00
     7014.18    49067.00      823.00    51699.00
     7017.69    50798.00      842.00    54096.00
     7021.20    53294.00      860.00    56207.00
     7024.70    53899.00      869.00    57263.00
     7028.21    53423.00      862.00    56851.00
     7031.73    52783.00      858.00    55003.00
     7035.25    49701.00      833.00    52108.00
     7038.77    47750.00      817.00    48687.00
     7042.28    45953.00      806.00    45215.00
     7045.79    41655.00      765.00    41994.00
     7049.33    39772.00      745.00    39191.00
     7052.86    37619.00      728.00    36958.00
     7056.39    35797.00      711.00    35392.00
     7059.91    35342.00      707.00    34552.00
     7063.43    34860.00      703.00    34441.00
     7066.97    34817.00      700.00    34947.00
     7070.50    35820.00      714.00    35801.00
     7074.04    36388.00      717.00    36630.00
     7077.58    36091.00      718.00    37067.00
     7081.12    36794.00      723.00    36782.00
     7084.65    36444.00      723.00    35977.00
     7088.19    34010.00      696.00    34679.00
     7091.75    33511.00      692.00    33104.00
     7095.28    32273.00      683.00    31471.00
     7098.82    31358.00      671.00    29916.00
     7102.37    28640.00      642.00    28501.00
     7105.92    27429.00      629.00    27257.00
     7109.48    26907.00      623.00    26178.00
     7113.03    25064.00      602.00    25247.00
     7116.60    24557.00      594.00    24442.00
     7120.17    24114.00      592.00    23751.00
     7123.72    23668.00      587.00    23159.00
     7127.27    23276.00      583.00    22499.00
     7130.84    21984.00      565.00    22077.00
     7134.41    21830.00      566.00    21715.00
     7137.98    21893.00      565.00    21403.00
     7141.54    21852.00      567.00    21135.00
     7145.11    21228.00      557.00    20913.00
     7148.69    20769.00      552.00    20714.00
     7152.26    20297.00      549.00    20544.00
     7155.83    20708.00      552.00    20397.00
     7159.41    20735.00      553.00    20271.00
     7163.00    20669.00      553.00    20162.00
     7166.58    19748.00      541.00    20069.00
     7170.16    19897.00      544.00    19988.00
     7173.75    20152.00      548.00    19919.00
     7177.33    19926.00      545.00    19860.00
     7180.91    20750.00      557.00    19809.00
     7184.51    20403.00      550.00    19808.00
     7188.11    20024.00      548.00    19775.00
     7191.69    20420.00      554.00    19751.00
     7195.29    20417.00      552.00    19700.00
     7198.89    20279.00      553.00    19707.00
     7202.49    19842.00      545.00    19745.00
     7206.09    19732.00      547.00    19843.00
     7209.69    20290.00      553.00    20056.00
     7213.30    21136.00      564.00    20476.00
     7216.92    21727.00      573.00    21224.00
     7220.52    22807.00      590.00    22419.00
     7224.11    24419.00      608.00    24130.00
     7227.73    26766.00      637.00    26311.00
     7231.34    28983.00      663.00    28716.00
     7234.96    30981.00      686.00    30978.00
     7238.58    33370.00      710.00    32721.00
     7242.21    33812.00      718.00    33706.00
     7245.83    32300.00      703.00    33981.00
     7249.44    33986.00      722.00    33868.00
     7253.07    34662.00      727.00    33976.00
     7256.70    34769.00      731.00    35030.00
     7260.33    36531.00      747.00    37843.00
     7263.96    43720.00      822.00    43105.00
     7267.59    52876.00      901.00    51078.00
     7271.22    64729.00     1003.00    61274.00
     7274.85    73743.00     1067.00    72311.00
     7278.49    83361.00     1137.00    82237.00
     7282.14    91208.00     1191.00    89082.00
     7285.78    91706.00     1196.00    91731.00
     7289.42    92847.00     1204.00    90230.00
     7293.07    87919.00     1173.00    85547.00
     7296.71    82526.00     1137.00    79025.00
     7300.36    75123.00     1085.00    71883.00
     7304.00    66700.00     1023.00    64939.00
     7307.66    59445.00      962.00    58593.00
     7311.32    55285.00      933.00    53085.00
     7314.97    49530.00      883.00    48287.00
     7318.63    45912.00      848.00    44148.00
     7322.29    41653.00      812.00    40602.00
     7325.95    37341.00      766.00    37568.00
     7329.61    34915.00      745.00    34971.00
     7333.27    33054.00      722.00    32747.00
     7336.94    30188.00      691.00    30838.00
     7340.62    27957.00      666.00    29206.00
     7344.29    27950.00      667.00    27814.00
     7347.95    26959.00      658.00    26632.00
     7351.61    25705.00      641.00    25628.00
     7355.30    25452.00      636.00    24774.00
     7358.99    23785.00      618.00    24064.00
     7362.67    23656.00      617.00    23502.00
     7366.34    22620.00      604.00    23109.00
     7370.02    23587.00      617.00    22966.00
     7373.71    23959.00      620.00    23254.00
     7377.40    24998.00      636.00    24340.00
     7381.09    25186.00      637.00    26849.00
     7384.78    30273.00      701.00    31691.00
     7388.47    39429.00      798.00    39918.00
     7392.16    52220.00      923.00    52304.00
     7395.85    70831.00     1072.00    68771.00
     7399.56    89105.00     1205.00    87944.00
     7403.26   109004.00     1336.00   106947.00
     7406.97   125559.00     1437.00   122361.00
     7410.66   134112.00     1494.00   131476.00
     7414.37   134084.00     1483.00   133369.00
     7418.09   129399.00     1464.00   128851.00
     7421.79   122453.00     1425.00   119966.00
     7425.50   113034.00     1369.00   108931.00
     7429.21   100764.00     1293.00    97516.00
     7432.91    87452.00     1204.00    86780.00
     7436.63    77774.00     1132.00    77150.00
     7440.35    69415.00     1074.00    68768.00
     7444.07    63164.00     1021.00    61565.00
     7447.79    56284.00      968.00    55403.00
     7451.52    50051.00      910.00    50141.00
     7455.25    44627.00      860.00    45643.00
     7458.98    39301.00      812.00    41762.00
     7462.69    37355.00      789.00    38579.00
     7466.43    34363.00      758.00    35957.00
     7470.17    34066.00      755.00    33939.00
     7473.90    32766.00      741.00    32623.00
     7477.64    31984.00      733.00    32181.00
     7481.38    32496.00      740.00    32811.00
     7485.11    35597.00      775.00    34638.00
     7488.87    37862.00      797.00    37575.00
     7492.62    40721.00      830.00    41188.00
     7496.35    44478.00      869.00    44740.00
     7500.11    45830.00      879.00    47457.00
     7503.86    48059.00      905.00    48731.00
     7507.61    45908.00      882.00    48399.00
     7511.36    44373.00      871.00    46711.00
     7515.11    41880.00      844.00    44155.00
     7518.88    40296.00      828.00    41221.00
     7522.63    38305.00      812.00    38313.00
     7526.38    34339.00      767.00    35631.00
     7530.15    31026.00      730.00    33250.00
